Terrorist_Organization,Min_Year,Max_Year,Min_Month,Max_Month,Min_Day,Max_Day,Number_Of_Attacks,Number_Of_Deaths
Ariska Brodraskapet (Aryan Brotherhood),1999,1999,6,6,28,28,1,0
Hells Angels,1999,1999,7,7,1,1,1,0
World Church of the Creator,1999,1999,7,7,2,4,6,3
Anti-State Proletarian Nuclei,1999,1999,7,7,11,11,1,0
Movement for Democracy and Justice in Chad (MDJT),1999,2002,5,7,12,27,2,77
Mahidi,1999,1999,7,7,15,15,1,1
Supporters of Pascal Lissouba,1999,1999,7,7,18,18,1,44
The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA),1999,2000,7,10,16,29,4,4
The Justice Department,1999,2014,1,11,0,27,16,0
Dima Halao Daoga (DHD),1999,2010,2,11,2,27,24,32
Tupamaro Revolutionary Movement,1999,2001,8,8,10,23,4,0
Adan Abyan Islamic Army (AAIA),1999,2003,6,8,23,28,2,2
Armata di Liberazione Naziunale (ALN),1999,2001,2,9,11,27,8,1
Ummah Liberation Army,1999,1999,9,9,19,19,1,0
Communist Party of India- Marxist-Leninist,1999,2011,4,9,15,30,8,20
Union of Revolutionary Communists in Turkey (TIKB),1999,1999,9,9,28,28,1,0
Harakat ul-Mujahidin (HuM),1999,1999,9,12,24,29,2,2
Vigorous Burmese Student Warriors,1999,2004,10,12,1,25,2,1
Friendly Company,1999,1999,10,10,4,4,1,0
East Turkistan Liberation Organization,1999,1999,10,10,5,5,1,1
Gazteriak,1999,1999,10,10,8,8,1,0
Fatherland and Liberty Nationalist Front (FNPL - Frente Nacionalista Patria y Libertad FNPL),1999,1999,10,10,9,9,1,0
Supporters of Johnny Paul Koroma,1999,1999,10,10,15,15,1,0
Angry Brigade (Italy),1999,1999,10,10,26,27,2,0
Bani Jaber tribe,1999,1999,10,10,26,26,1,0
Youth of Islamic Awakening,1999,1999,11,11,0,0,1,0
Anti-State Action,1999,1999,11,11,4,10,3,0
Anti-Capitalist Action,1999,1999,11,11,7,7,1,0
Egbesu Youths of the Bayelsa,1999,1999,11,11,13,13,2,22
Zionist Resistance Fighters,1999,1999,11,11,22,22,1,1
Anti-Zionist Movement,1999,1999,11,11,22,26,2,0
Clandestini Corsi,1999,1999,11,11,25,25,2,0
Al-Nawaz,1999,1999,11,11,29,29,1,2
Bengali Tiger Force (BTF),1999,1999,12,12,6,6,1,2
Beli Orlovi (White Eagles),1999,1999,12,12,13,13,1,0
Colombian Patriotic Resistance,1999,1999,12,12,24,24,3,0
Autonomous Decorators,2000,2000,1,1,2,2,1,0
Anarchist Faction,2000,2000,1,1,3,23,2,0
Odua Peoples' Congress (OPC),2000,2013,1,11,4,20,3,1
Revolutionary Leninist Brigades,2000,2000,1,1,8,8,1,0
28s,2000,2000,1,1,12,12,1,0
Erotic Anti-authority Cells,2000,2000,2,2,14,14,1,0
National People's Party (Rashtriya Janata Dal - RJD),2000,2000,2,2,20,20,1,0
Anti-White extremists,2000,2017,1,10,1,18,11,13
Squadrons of Terror (Katibat El Ahoual),2000,2000,3,4,1,4,2,7
Serb Radical Party,2000,2000,3,3,11,11,1,0
Terena Indians,2000,2001,3,10,3,22,2,0
Coalition to Save the Preserves (CSP),2000,2001,1,12,9,20,8,0
Last Generation,2000,2000,4,4,12,12,1,0
Jaish-e-Mohammad (JeM),2000,2018,1,12,1,31,89,168
Iconoclasts,2000,2000,4,4,21,21,1,0
Karbi National Volunteers (KNV),2000,2000,4,7,16,24,3,15
Revolutionary Perspective,2000,2011,1,11,3,27,5,0
Revenge of the Trees,2000,2000,5,5,7,7,1,0
Borana bandits,2000,2000,5,5,16,16,1,0
Supporters of General Lino Oviedo,2000,2000,5,5,19,19,1,0
National Front Against Tigers (NFAT),2000,2001,1,6,24,31,3,0
Fighters of Democratic Latvia,2000,2000,6,6,10,10,1,0
International Solidarity,2000,2000,6,12,18,30,2,0
Civil Defense Force (CDF),2000,2000,6,6,17,17,1,21
Revolutionary Proletarian Initiative Nuclei (NIPR),2000,2001,4,7,6,10,2,0
Al-Ma'unah,2000,2000,7,7,2,6,2,2
Kamtapur Liberation Organization (KLO),2000,2015,1,12,2,29,15,25
Baby Liberation Army,2000,2000,7,7,11,11,1,0
Fuerzas Armadas Revolucionarias del Pueblo (FARP),2000,2001,7,8,8,24,3,0
Ejercito Revolucionario Guevarista (Guevarist Revolutionary Army),2000,2000,7,7,27,27,1,0
Jemaah Islamiya (JI),2000,2017,1,12,1,30,76,341
Islamic Movement of Uzbekistan (IMU),2000,2015,2,12,3,25,5,28
Black Star,2000,2000,8,9,2,16,7,0
Armata Corsa,2000,2001,1,8,17,22,3,0
Anarchist Struggle,2000,2000,8,8,25,25,1,0
West Side Boys,2000,2000,8,8,25,25,1,0
Skinheads,2000,2006,4,9,5,13,3,3
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),2000,2018,1,12,1,31,93,84
Isatabu Freedom Movement (IFM),2000,2000,9,9,17,17,1,0
Government Supporters,2000,2017,5,9,6,31,3,1
Mungiki Sect,2000,2008,1,10,4,24,5,8
Uighur Liberation Organization,2000,2000,9,9,24,24,1,2
Anti-Communist Command (KAK),2000,2000,9,9,27,27,1,0
Akhilesh Singh Gang,2000,2000,10,10,0,0,1,5
Umar al-Mukhtar Martyr Forces,2000,2000,10,10,18,25,2,0
United Bengali Liberation Front (UBLF),2000,2013,3,11,0,15,3,4
Al-Aqsa Martyrs Brigade,2000,2018,1,12,0,31,163,290
The Husayn Ubayyat Martyrs' Brigades,2000,2000,11,11,14,14,1,0
National Bolshevik Party (Partiya Natsionalnikh Bolshevikov - PNB),2000,2000,11,11,17,17,1,0
Palestinian Hezbollah,2000,2001,5,11,6,20,2,2
The Islamic Revolution to Liberate Palestine,2000,2000,11,11,22,22,1,2
Cambodian Freedom Fighters (CFF),2000,2001,11,11,1,24,5,8
Takfir wal-Hijra (Excommunication and Exodus),2000,2013,2,12,2,15,9,39
Allied Democratic Forces of Guinea (RDFG),2000,2000,12,12,10,10,1,30
Islamic Defenders' Front (FPI),2000,2006,4,12,12,13,2,1
Anarchists Attack Team,2000,2000,12,12,25,25,1,0
Popular Resistance Committees,2000,2018,1,12,1,29,44,17
Intifada Martyrs,2000,2000,12,12,31,31,1,2
God's Army,2000,2000,12,12,31,31,1,6
Rastas,2000,2005,5,12,23,31,2,21
United People's Democratic Solidarity (UPDS),2001,2006,1,12,3,20,7,17
Civic United Front (CUF),2001,2001,1,1,16,16,1,0
National Liberation Army (NLA) (Macedonia),2001,2001,1,11,7,28,35,17
Supporters of Saddam Hussein,2001,2001,1,1,23,23,1,0
Chukakuha Revolutionary Army,2001,2001,1,1,23,23,1,0
Marhan Clan,2001,2001,1,1,28,28,1,0
"Civil Association for Peace in Colombia, Asocipaz",2001,2001,2,2,6,6,1,9
"Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)",2001,2012,2,5,6,17,3,0
Forces for the Defense of Democracy (FDD),2001,2002,2,5,0,26,5,10
Chakma tribal group,2001,2001,2,2,16,16,1,0
Tanzim,2001,2005,2,8,3,31,5,0
Liberation War Veterans Association,2001,2001,3,3,0,0,1,1
Sudan Liberation Movement,2001,2017,1,12,0,31,18,49
Haika,2001,2001,3,3,9,9,1,0
Dissident Republicans,2001,2018,1,12,1,31,107,1
Kanglei Yawol Kanna Lup (KYKL),2001,2010,2,10,1,17,9,21
Dayak gang,2001,2001,3,3,18,18,1,8
Rodolfo Walsh National Command,2001,2001,3,3,19,19,1,0
Supporters of Muhammad Umar Habib,2001,2001,3,3,22,22,1,3
Supporters of Muse Sudi Yalahow,2001,2001,3,3,27,27,1,0
Special Purpose Islamic Regiment (SPIR),2001,2002,4,10,9,23,2,184
Croat Democratic Union,2001,2001,4,4,10,10,1,0
Students Islamic Movement of India (SIMI),2001,2016,1,12,1,29,16,66
Anti-Imperialist Territorial Nuclei (NTA),2001,2003,3,4,13,24,2,0
Liberians United for Reconciliation and Democracy (LURD),2001,2003,4,6,3,20,5,6
Revolutionary Violence Units,2001,2001,4,4,18,18,1,0
Al-Hamas Mujahideen,2001,2001,5,5,10,10,1,0
Mayi Mayi,2001,2018,1,12,1,30,78,226
Free Vietnam Movement,2001,2001,6,6,19,19,1,0
Gilad Shalhevet Brigades,2001,2001,7,7,19,19,1,3
Anarchist Squad,2001,2001,7,7,23,23,1,0
Group of Carlo Giuliani,2001,2001,7,7,23,23,1,0
Anarchist Liberation Brigade,2001,2001,7,7,23,23,1,0
Nobles of Jordan,2001,2001,8,8,7,7,1,1
Achik National Volunteer Council (ANVC),2001,2001,8,8,10,10,1,5
Albanian National Army (ANA),2001,2003,5,11,14,26,5,2
Popular Army Vanguards- Battalions of Return,2001,2001,8,8,21,30,2,1
South Londonderry Volunteers (SLV),2001,2001,8,8,22,22,2,0
Musa Sudi Yalahow Militia,2001,2001,8,8,29,29,1,0
Habi's Er'roub seriat,2001,2001,9,9,13,13,1,7
Association Totalement Anti-Guerre (ATAG),2001,2001,10,10,10,10,1,0
Lashkar-e-Omar,2001,2002,6,10,14,28,2,28
Mujahedin Kompak,2001,2001,11,11,9,9,1,0
Laskar Jihad,2001,2002,5,11,4,29,7,12
11-Sep,2001,2003,2,12,0,28,4,0
Movement for the Actualization of the Sovereign State of Biafra (MASSOB),2001,2007,6,12,14,28,3,16
People's Democratic Party (PDP),2001,2016,2,12,8,30,6,2
Indigenous People's Federal Army (IPFA),2001,2001,12,12,26,26,1,0
Armed Forces of the Chechen Republic of Ichkeria,2001,2005,6,12,9,30,11,99
Draa El Mizan Seriat,2002,2002,1,5,7,12,2,5
Pentagon Kidnap Group,2002,2002,1,1,15,15,1,3
Karamojong Warriors,2002,2008,2,8,6,16,3,4
Revolutionary Force,2002,2002,2,2,11,11,1,0
Avengers of the Infants,2002,2003,3,4,5,9,2,0
United Kuki Liberation Front (UKLF) - India,2002,2010,1,11,18,30,4,1
Islamic Front,2002,2012,3,11,6,30,5,15
Ansar al-Islam,2002,2014,2,12,1,31,27,99
Sympathizers of Al-Qaida Organization,2002,2002,4,11,3,16,4,0
Grozny Jamaat,2002,2002,4,4,18,18,1,17
Chin National Army,2002,2002,5,5,1,1,1,0
Porattom,2002,2002,5,5,1,1,1,0
Fanmi Lavalas,2002,2002,5,5,7,7,1,0
Didier Ratsiraka's Militia,2002,2002,5,5,12,12,1,0
Face to Face (Face-a-Face),2002,2002,5,5,12,12,1,0
Taliban (Pakistan),2002,2007,1,11,0,28,34,141
Kuki Revolutionary Army (KRA),2002,2015,5,12,1,29,7,18
Popular Resistance (Laiki Antistasi),2002,2002,6,6,5,17,2,0
Movement for Democratic Change (MDC),2002,2006,1,7,2,20,3,0
Barisan Revolusi Nasional (BRN),2002,2018,2,12,2,31,116,42
Al-Madina,2002,2008,3,11,2,19,4,4
Congolese Rally for Democracy (RCD),2002,2002,6,6,17,17,1,0
Sardinian Autonomy Movement,2002,2002,7,7,5,5,1,0
Mujahideen Islam Pattani,2002,2004,1,7,4,13,4,8
New Revolutionary Popular Struggle (NELA),2002,2002,7,7,9,9,1,0
Rabid Brothers of Giuliani,2002,2002,7,7,17,17,1,0
Al-Intiqami al-Pakistani,2002,2002,8,8,5,9,2,9
Al-Mansoorian,2002,2007,1,12,1,30,17,72
Ed'daoua Es'salafia Lilqadha,2002,2002,8,8,7,7,1,5
All Nepal National Free Student Union-Revolutionary,2002,2017,2,8,1,23,6,0
Army of the Republic of Ilirida,2002,2002,8,8,9,12,2,0
Democratic Iraqi Opposition of Germany,2002,2002,8,8,20,20,1,0
Guadalcanal Liberation Front (GLF),2002,2002,8,8,22,22,1,1
People's Revolutionary Militias (MRP),2002,2003,1,8,19,28,4,0
Front for Peace and Reconciliation (FRP),2002,2002,8,8,29,29,1,0
Al-Arifeen,2002,2005,4,11,1,19,4,6
Islamic Shashantantra Andolon (ISA),2002,2002,9,9,28,28,2,3
Anti-Kim Jong-il extremists,2002,2002,10,10,3,3,1,0
Tawhid and Jihad,2002,2004,2,10,0,31,50,845
Jerusalem Groups Hebrew (Qvutzot Yerushalayim),2002,2002,11,11,4,4,1,3
Al-Badr,2002,2018,4,11,3,28,3,3
Young Liberators of Pattani,2002,2002,12,12,4,4,1,0
Harakat ul-Mujahidin Al-Almi,2002,2002,12,12,5,5,1,3
Ramzi Nahra Martyr Organization,2002,2002,12,12,8,8,1,0
Al-Nasirin (India),2002,2009,12,12,4,12,2,0
Fulani extremists,2002,2018,1,12,1,31,766,4271
CCCCC,2002,2002,12,12,0,16,5,0
Save Kashmir Movement,2002,2004,4,12,8,29,3,10
Praveen Dalam,2003,2003,1,1,3,3,1,1
Resistenza Corsa,2003,2003,1,5,13,26,4,0
Rashtriya Swayamsevak Sangh,2003,2018,1,9,3,25,9,3
Islamic Fateh,2003,2003,1,1,20,20,1,1
Shan United Revolutionary Army,2003,2003,1,5,21,22,5,16
Supporters of Johnny Adair,2003,2003,1,1,23,23,1,0
Vanguard of Red Youth (AKM),2003,2003,2,2,4,4,1,0
Jama'atul Mujahideen Bangladesh (JMB),2003,2018,1,12,1,29,43,58
White Legion (Ecuador),2003,2003,3,3,5,5,1,0
Zemun Clan,2003,2003,3,3,12,12,1,1
Enraged Revolutionaries,2003,2003,3,3,16,16,1,0
The War That Was Never Declared,2003,2003,3,3,21,21,1,0
Kuki Liberation Army (KLA),2003,2011,1,7,1,23,4,0
Saif-ul-Muslimeen,2003,2003,3,3,29,29,1,0
Pokot extremists,2003,2017,4,5,11,30,2,30
Comando Malvinas Argentinas,2003,2003,4,4,17,17,1,0
Al-Qaida in Saudi Arabia,2003,2004,5,12,1,29,8,73
Proletarian Nuclei for Communism,2003,2004,5,6,6,14,2,0
Muslim United Army (MUA),2003,2003,5,5,15,15,1,0
Salafia Jihadia,2003,2003,5,5,16,16,5,45
People's Revolutionary Party of Kangleipak (PREPAK),2003,2018,1,12,1,30,31,8
Lendu extremists,2003,2003,6,6,16,16,1,70
Swaziland Youth Congress (Swayoco),2003,2003,7,7,4,4,1,0
Popular Revolutionary Action,2003,2003,7,7,11,11,1,0
Al-Shuda Brigade,2003,2014,4,9,13,28,5,23
Egbema National Front,2003,2003,7,7,27,27,1,0
Armed Vanguards of a Second Mohammed Army,2003,2003,8,8,19,19,1,24
Revolutionary Cells-Animal Liberation Brigade,2003,2007,6,9,24,26,2,0
Cannibal Army,2003,2003,10,10,1,1,4,0
Fedayeen Imam Mahdi,2003,2003,10,10,6,6,1,5
Al-Qaida in Iraq,2003,2013,1,12,0,31,630,4381
Kashmir Freedom Force,2003,2003,10,10,28,28,1,0
Free Democratic People's Government of Laos,2003,2003,10,10,31,31,1,0
United National Liberation Front (UNLF),2003,2018,1,12,1,28,39,29
Union of Congolese Patriots (UPC),2003,2015,6,11,2,5,3,23
Kuki National Front (KNF),2003,2018,1,12,2,27,13,3
Loyalist Action Force,2003,2003,11,11,18,18,1,0
Bini-Oru,2003,2003,11,11,19,19,1,1
Al-Haramayn Brigades,2003,2004,4,12,4,29,3,5
Informal Anarchist Federation,2003,2017,1,12,1,31,45,0
Baathist extremists,2003,2003,12,12,27,27,3,23
The Inevitables,2003,2003,12,12,29,29,1,0
Armed Revolutionary Left (IRA),2004,2004,2,2,16,18,2,0
Moroccan extremists,2004,2004,3,3,28,28,1,1
Mahdi Army,2004,2009,3,12,1,29,19,65
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs,2004,2011,3,11,1,22,10,412
Mujahedeen Brigades,2004,2004,4,4,9,9,1,0
Mujahedeen Group,2004,2004,4,4,9,9,1,8
Janjaweed,2004,2018,1,12,1,30,152,441
Itsekiri,2004,2004,4,4,22,22,1,10
Jaish al-Ta'ifa al-Mansura,2004,2005,5,8,10,31,2,4
Resistance Cell,2004,2004,5,5,13,13,1,0
Al-Qaida in the Arabian Peninsula (AQAP),2004,2018,1,12,1,31,1001,3631
Khalid ibn Walid Brigade,2004,2004,7,7,7,7,1,0
Jenin Martyrs Brigades,2004,2004,7,7,16,16,1,0
Mujahedeen Corps in Iraq,2004,2009,7,9,15,26,2,2
Islamic Jihad Group (IJG),2004,2004,7,7,30,30,3,7
Islambouli Brigades of al-Qaida,2004,2004,7,9,5,31,5,120
Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),2004,2009,1,8,5,27,7,19
Kurdistan Freedom Hawks (TAK),2004,2017,1,12,4,28,30,160
Ansar al-Sunna,2004,2011,1,12,1,29,17,164
Al Zawahiri Loyalists,2004,2004,9,9,7,7,1,0
Anonymous Underground Movement (MCA),2004,2004,9,9,12,12,1,0
Jaish al-Muslimin (Army of the Muslims),2004,2004,9,10,26,28,2,0
Abdullah Azzam Brigades,2004,2014,1,12,6,28,26,180
French Armed Islamic Front,2004,2004,10,10,8,8,1,0
Al-Sunna wal Jamma,2004,2004,10,10,9,9,1,3
1920 Revolution Brigades,2004,2004,10,11,1,30,2,15
Initiative de Resistance Internationaliste,2004,2004,11,11,0,0,1,0
Hofstad Network,2004,2004,11,11,2,2,1,1
Ansar al-Jihad,2004,2004,11,11,11,11,1,0
Salafi Daawa Group,2004,2004,11,11,28,28,1,1
Mujahedeen Army,2004,2014,1,12,0,19,3,5
Balochistan National Army,2004,2004,12,12,10,10,1,11
Islamic Movement of Iraqi Mujahidin,2004,2004,12,12,15,15,1,1
Etnocacerista Movement,2005,2005,1,1,1,1,1,4
Liberals of Galilee,2005,2005,1,1,5,5,1,0
Global Intifada,2005,2009,1,3,13,26,3,0
Islamic Jihad Brigades,2005,2005,1,1,18,18,1,0
Baloch Liberation Army (BLA),2005,2018,1,12,1,31,186,378
Brigades of Iman Hassan-al-Basri,2005,2005,2,2,9,9,1,3
Nationalist Integrationist Front (FNI),2005,2005,2,6,2,25,2,10
Mahsud Tribe,2005,2005,3,3,1,1,1,0
Baloch Nationalists,2005,2018,1,12,2,31,35,37
Colonel Karuna Faction,2005,2007,3,8,3,28,9,35
Thai Islamic Militants,2005,2006,3,11,0,31,58,42
Organization of Soldiers of the Levant,2005,2005,3,3,19,19,1,2
Protectors of Islam Brigade,2005,2005,3,3,23,23,1,0
Al-Nasireen Group,2005,2013,4,12,2,11,3,10
Omar Bin Khattab Group,2005,2005,4,4,9,9,1,0
Al-Shabaab al-Mu'minin,2005,2010,4,5,7,25,4,6
Communist Party of India - Maoist (CPI-Maoist),2005,2018,1,12,0,31,1943,2419
Mujahedeen Shura Council,2005,2006,2,7,1,30,7,67
Patriotic Resistance Front in Ituri (FRPI),2005,2018,1,11,6,28,40,19
National Anti-Corruption Front (FNA),2005,2005,5,5,13,13,1,0
Junaid Jihadist Battalion,2005,2005,5,5,15,15,1,0
Badr Brigades,2005,2018,1,5,15,29,2,3
Tela Mohammed,2005,2005,5,5,16,16,1,0
Dagestani Shari'ah Jamaat,2005,2010,5,12,1,29,5,13
Mariano Moreno National Liberation Commando,2005,2005,6,6,6,6,3,0
Arbav Martyrs of Khuzestan,2005,2005,6,6,12,12,1,8
Al-Ahwaz Arab People's Democratic Front,2005,2006,1,6,12,24,3,10
Hizb al-Tahrir al-Islami (HT),2005,2016,6,7,13,31,3,0
United Jihad Council,2005,2016,1,6,2,13,2,27
Imam Hussein Brigade,2005,2005,7,7,16,30,2,3
Tamil Makkal Viduthalai Pulikal (TMVP),2005,2014,5,12,18,26,4,18
Karbi Tribe,2005,2005,8,8,11,11,1,1
All Ethiopian Unity Party (AEUP),2005,2005,8,8,20,20,1,0
Mujahidin Ambon,2005,2005,8,8,25,25,1,0
Niger Delta People's Volunteer Force (NDPVF),2005,2009,6,9,2,22,3,0
Islamic Courts Union (ICU),2005,2008,3,11,9,31,10,8
Mahaz-e-Inquilab,2005,2005,10,10,29,29,3,61
Al-Qaida in Yemen,2005,2009,3,10,3,31,12,49
Abida Tribe,2005,2012,7,11,21,30,3,0
Al-Qaida Organization for Jihad in Sweden,2005,2005,12,12,14,14,1,0
Anti-State Justice,2006,2006,1,1,3,23,5,0
Revenge Brigade,2006,2006,1,1,7,7,1,1
Fuerzas Autonómicas y Destructivas León Czolgoscz,2006,2006,1,1,18,18,1,0
Revolutionary Action of Liberation,2006,2007,1,1,10,19,4,0
People's United Democratic Movement (PUDEMO),2006,2006,1,1,23,23,1,0
Coalition for Unity and Democracy (CUD),2006,2006,1,1,23,24,4,0
Ansar al-Tahwid wal Sunna,2006,2006,1,1,24,24,1,0
Mutahida Majlis-e-Amal,2006,2006,1,1,27,28,2,0
Supporters of Laurent Nkunda,2006,2006,1,1,29,29,2,0
Kawal ng Pilipinas (Soldier of the Philippines),2006,2006,1,1,30,30,1,0
Al-Qaida in Lebanon,2006,2006,2,2,2,2,1,0
Al-Qaida Network for Southwestern Khulna Division,2006,2006,2,2,3,3,2,0
Kangleipak Communist Party (KCP),2006,2017,1,12,1,30,38,7
Young Officer Union of the New Generation and Reformist Armed Forces of the Philippines (YOU-RAFP),2006,2006,2,2,20,20,1,0
Solidarity with imprisoned members of Action Directe (AD),2006,2006,2,2,25,25,2,0
Jundallah (Iran),2006,2010,2,12,13,29,12,161
Karbi Longri North Cachar Liberation Front (KLNLF),2006,2009,3,12,2,19,15,10
United Front for Democratic Change (FUC),2006,2006,4,4,10,10,2,0
National Liberation Alliance of Sa Kaeo,2006,2006,4,4,12,12,1,0
Houthi extremists (Ansar Allah),2006,2018,1,12,1,31,1131,3710
Movement for the Emancipation of the Niger Delta (MEND),2006,2016,1,12,1,31,86,290
Egyptian Tawhid and Jihad,2006,2013,4,5,16,24,2,18
Gugama Youth Federation,2006,2006,5,5,11,11,1,0
Banner of Islam,2006,2006,5,5,16,16,1,0
Sunni Supporters,2006,2006,7,7,1,1,1,77
Justice and Equality Movement (JEM),2006,2018,1,11,3,31,17,267
Aibed Er-Rahman katibet,2006,2006,7,7,4,4,1,0
Islamic Tendency,2006,2006,7,7,4,4,1,2
Janatantrik Terai Mukti Morcha (JTMM),2006,2016,1,12,1,31,31,7
Kata'ib al-Khoul,2006,2008,7,11,19,26,2,2
Army of Islam,2006,2011,1,8,1,14,3,23
First Capital Command (PCC),2006,2006,8,8,30,30,1,0
Bersatu,2006,2006,8,8,31,31,1,1
Haqqani Network,2006,2018,1,12,1,31,85,606
Martyr Sami al-Ghul Brigades,2006,2006,9,9,20,20,1,0
Janatantrik Terai Mukti Morcha- Goit (JTMM-G),2006,2018,1,12,1,30,37,14
Jund al-Sahabah Group,2006,2006,9,9,23,23,1,31
Oglaigh na hEireann,2006,2017,1,12,1,31,48,1
People's Tamil Organization,2006,2006,9,9,0,29,2,6
The Joint Revolutionary Council,2006,2010,2,10,2,19,7,14
El-Feth katibat,2006,2006,10,10,8,8,1,0
Jihadist Soldiers,2006,2006,10,10,22,22,1,32
Islamic Companies,2006,2006,11,11,16,16,1,5
Union of Forces for Democracy and Development (UFDD),2006,2009,2,12,19,25,3,103
National Redemption Front,2006,2006,11,11,26,26,1,0
Jund al-Sham for Tawhid and Jihad,2006,2015,5,12,1,31,9,11
Islamic Swords of Justice in the Land of Ribat,2006,2006,11,11,30,30,1,0
Rally of Democratic Forces (RAFD),2006,2006,12,12,3,3,1,0
Niger Delta Vigilante (NDV),2006,2008,1,12,1,12,3,19
Salafi Abu-Bakr al-Siddiq Army,2006,2010,6,12,5,22,2,3
Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J),2006,2010,1,12,1,31,78,32
Islamic State of Iraq (ISI),2007,2011,1,12,1,31,144,1726
Ogaden National Liberation Front (ONLF),2007,2008,1,12,14,29,6,159
Al-Qaida in the Islamic Maghreb (AQIM),2007,2018,1,12,0,31,258,917
Bunda Dia Kongo (BDK),2007,2017,1,8,7,31,4,76
Afar Revolutionary Democratic Unity Front,2007,2017,1,12,1,17,3,6
Democratic Front for the Liberation of Rwanda (FDLR),2007,2018,1,12,1,31,95,477
Sabaot Land Defense Force (SLDF),2007,2017,3,12,3,12,6,27
Jadid Al-Qaida Bangladesh (JAQB),2007,2007,5,6,1,2,3,0
Al-Qaida Kurdish Battalions (AQKB),2007,2010,5,9,7,29,2,20
Asa'ib Ahl al-Haqq,2007,2018,1,12,1,29,70,121
Mujahideen Youth Movement (MYM),2007,2009,2,11,1,21,21,58
Anbar Salvation Council,2007,2007,6,6,2,2,1,1
Karbi Longri National Liberation Front (KLNLF),2007,2007,6,7,3,15,2,5
Anti-Apostate Movement Alliance (AGAP),2007,2007,6,6,3,3,1,0
Diyala Salvation Council,2007,2007,6,6,6,6,1,15
Adivasi National Liberation Army (ANLA),2007,2008,6,12,7,24,4,6
Athens and Thessaloniki Arsonist Nuclei,2007,2007,6,6,8,8,8,0
Just Punishment Brigades,2007,2007,6,6,9,9,1,1
Kuki National Army (KNA),2007,2009,6,10,9,29,3,6
Young Communist League,2007,2016,4,9,5,30,18,0
Popular Army for the Restoration of Democracy (APRD),2007,2007,6,6,11,11,1,1
Fatah al-Islam,2007,2016,5,12,1,31,4,5
Madhesi People's Rights Forum (MPRF),2007,2011,4,10,13,18,3,5
Movement of Niger People for Justice (MNJ),2007,2008,1,11,6,22,9,37
Janatantrik Terai Mukti Morcha- Bisphot Singh (JTMM-B),2007,2007,7,11,4,8,3,0
Amr Bil Maroof Wa Nahi Anil Munkir,2007,2010,8,12,17,26,3,0
Sungu Sungu,2007,2007,8,8,23,23,1,5
Terai Army,2007,2009,1,12,1,25,10,12
Al-Khobar,2007,2016,1,11,1,21,10,11
Union of Chadian Forces (UFNT),2007,2007,9,9,17,17,1,17
Tehrik-i-Taliban Pakistan (TTP),2007,2018,1,12,0,31,1411,6202
United Janatantrik Terai Mukti Morcha (U-JTMM),2007,2007,10,10,9,9,1,1
Baloch Republican Army (BRA),2007,2018,1,12,1,31,315,201
Bhumi Uchched Pratirodh Committee (BUPC),2007,2007,10,10,28,28,1,3
Al-Shabaab,2007,2018,1,12,0,31,3039,10460
Union Parishad,2007,2007,11,11,5,5,1,0
Democratic Movement for the Liberation of the Eritrean Kunamas (DMLEK),2007,2007,11,11,5,5,1,0
Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM),2007,2012,7,12,1,23,5,12
Al-Fajr,2007,2007,11,11,14,14,1,1
Alcubar group,2007,2007,11,11,22,22,1,1
Black Widows,2007,2009,1,11,3,30,12,55
Supporters of Sultan Abd-al-Bagi,2007,2007,12,12,13,13,1,5
Al-Fatihin Army (AFA),2008,2008,1,1,1,1,1,0
Janatantrik Terai Mukti Morcha- Prithvi Singh (JTMM-P),2008,2008,1,1,12,12,2,0
Mlada Bosna,2008,2008,2,2,19,19,1,0
Kata'ib Hezbollah,2008,2018,2,11,1,29,8,58
Conspiracy of Cells of Fire,2008,2018,1,12,1,30,58,0
Armed Revolutionary Action (ENEDRA),2008,2009,3,6,3,5,2,0
United Democratic Terai Liberation Front (UDTLF),2008,2008,3,3,8,8,1,0
Nepal Defense Army,2008,2012,1,8,6,29,6,5
The United Revolutionary Front of Bhutan,2008,2008,3,12,17,30,2,5
The Jean Marc Rouillan Armed and Heartless Columns,2008,2008,3,3,18,18,1,0
Ahrar Al-Jalil (Free People of the Galilee),2008,2010,3,7,2,18,4,8
Jaish Al-Umma (Army of the Nation),2008,2008,3,3,26,26,1,0
The Nation's Army,2008,2008,4,4,4,4,1,0
Samyukta Janatantrik Terai Mukti Morcha (SJTMM),2008,2010,4,9,7,29,5,3
National Socialist Council of Nagaland-Khaplang (NSCN-K),2008,2018,1,12,2,31,57,57
Jihadi Movement of the Sunna People of Iran,2008,2008,4,4,12,12,1,12
Shan State Army - South (SSA-S),2008,2013,4,5,13,31,3,10
Caucasus Emirate,2008,2016,1,12,1,30,44,228
Forbidden Blockade (Greece),2008,2008,4,4,14,14,1,0
